//X Y Z R G B
90330
-0.22732331 0.11499885 2.96458840 139 139 139
-0.22209913 0.11506340 2.96625257 139 139 139
-0.21686904 0.11512801 2.96791816 139 139 139
-0.21163245 0.11519235 2.96957660 139 139 139
-0.20638999 0.11525675 2.97123694 140 140 140
-0.20114167 0.11532122 2.97289896 140 140 140
-0.19588746 0.11538576 2.97456288 140 140 140
-0.19062738 0.11545038 2.97622871 140 140 140
-0.18536140 0.11551508 2.97789645 139 139 139
-0.18008952 0.11557984 2.97956610 137 137 137
-0.17481172 0.11564468 2.98123741 137 137 137
-0.16952801 0.11570959 2.98291087 137 137 137
-0.16423835 0.11577457 2.98458600 138 138 138
-0.15894274 0.11583962 2.98626304 138 138 138
-0.15364119 0.11590476 2.98794222 138 138 138
-0.14833367 0.11596996 2.98962307 138 138 138
-0.14302018 0.11603524 2.99130583 139 139 138
-0.13770069 0.11610059 2.99299049 139 139 138
-0.13237521 0.11616600 2.99467683 149 149 148
-0.68505597 0.11902516 2.93201137 149 149 149
-0.67898852 0.11888903 2.92865801 149 149 149
-0.67293537 0.11875330 2.92531443 134 134 134
-0.66689557 0.11861779 2.92197633 134 134 134
-0.66087002 0.11848267 2.91864777 135 135 135
-0.65485764 0.11834777 2.91532469 136 136 135
-0.64885950 0.11821327 2.91201138 137 137 137
-0.64287448 0.11807898 2.90870357 137 137 137
-0.63690346 0.11794509 2.90540528 138 138 138
-0.63094556 0.11781141 2.90211225 138 138 138
-0.62500161 0.11767812 2.89882898 126 126 126
-0.61907059 0.11754505 2.89555097 126 126 126
-0.61315411 0.11741249 2.89228535 126 126 126
-0.60724986 0.11728001 2.88902211 127 127 127
-0.60135865 0.11714780 2.88576508 127 127 127
-0.59548098 0.11701591 2.88251638 129 129 129
-0.58961660 0.11688434 2.87927532 130 130 130
-0.58376485 0.11675297 2.87603927 130 130 130
-0.57812804 0.11666261 2.87381339 130 130 130
-0.57306075 0.11668658 2.87440372 130 130 130
-0.56799138 0.11671055 2.87499428 130 130 130
-0.56291986 0.11673453 2.87558508 132 132 132
-0.55784631 0.11675853 2.87617612 133 133 132
-0.55277067 0.11678253 2.87676740 133 133 133
-0.54769295 0.11680655 2.87735915 133 133 133
-0.54261315 0.11683058 2.87795091 133 133 133
-0.53753120 0.11685461 2.87854290 133 133 133
-0.53244716 0.11687864 2.87913489 133 133 133
-0.52736104 0.11690269 2.87972736 135 135 134
-0.52227288 0.11692676 2.88032031 137 137 136
-0.51718259 0.11695083 2.88091326 137 137 136
-0.51209021 0.11697491 2.88150644 136 136 135
-0.50699574 0.11699902 2.88210011 135 135 134
-0.50189912 0.11702311 2.88269377 135 135 135
-0.49680048 0.11704724 2.88328791 135 135 135
-0.49172428 0.11707721 2.88402629 136 136 135
-0.48667967 0.11711543 2.88496780 136 136 135
-0.48163179 0.11715368 2.88591003 136 136 136
-0.47658056 0.11719194 2.88685250 136 136 136
-0.47152606 0.11723024 2.88779593 136 136 136
-0.46646821 0.11726855 2.88873959 136 136 136
-0.46140710 0.11730689 2.88968420 136 136 136
-0.45634264 0.11734524 2.89062905 136 136 135
-0.45127493 0.11738365 2.89157510 135 135 134
-0.44620386 0.11742207 2.89252138 135 135 134
-0.44112948 0.11746051 2.89346838 135 135 135
-0.43605179 0.11749898 2.89441609 136 136 136
-0.43097070 0.11753746 2.89536405 134 134 134
-0.42588633 0.11757599 2.89631295 134 134 134
-0.42079863 0.11761452 2.89726233 136 136 136
-0.41570759 0.11765309 2.89821243 134 134 134
-0.41061324 0.11769170 2.89916325 135 135 135
-0.40551552 0.11773031 2.90011454 134 134 134
-0.40041447 0.11776896 2.90106654 135 135 134
-0.39531001 0.11780763 2.90201902 133 133 132
-0.39020225 0.11784632 2.90297222 132 132 132
-0.38509113 0.11788505 2.90392613 132 132 132
-0.38001636 0.11793610 2.90518403 133 133 133
-0.37496737 0.11799672 2.90667725 134 134 134
-0.36991319 0.11805740 2.90817189 131 131 131
-0.36485386 0.11811815 2.90966845 131 131 131
-0.35978922 0.11817894 2.91116595 138 138 138
-0.35471943 0.11823981 2.91266537 133 133 133
-0.34964320 0.11830033 2.91415620 129 129 129
-0.34456009 0.11836033 2.91563416 128 128 127
-0.33947176 0.11842038 2.91711330 130 130 129
-0.33438227 0.11848190 2.91862893 130 130 130
-0.32929030 0.11854450 2.92017102 127 127 126
-0.32419288 0.11860716 2.92171431 133 133 133
-0.31909016 0.11866989 2.92325974 134 134 134
-0.31398198 0.11873268 2.92480636 130 130 130
-0.30886841 0.11879554 2.92635489 128 128 128
-0.30374941 0.11885846 2.92790484 127 127 127
-0.29862499 0.11892146 2.92945671 136 136 136
-0.29349515 0.11898451 2.93101001 128 128 128
-0.28835985 0.11904765 2.93256521 133 133 132
-0.28321910 0.11911084 2.93412185 138 138 138
-0.27807289 0.11917410 2.93568015 126 126 126
-0.27292123 0.11923742 2.93724012 123 123 123
-0.26776409 0.11930083 2.93880200 129 129 129
-0.26260144 0.11936428 2.94036508 123 123 123
-0.25743330 0.11942782 2.94193029 130 130 130
-0.25225967 0.11949142 2.94349694 131 131 131
-0.24708052 0.11955509 2.94506526 134 134 134
-0.24189584 0.11961882 2.94663525 133 133 133
-0.23670563 0.11968262 2.94820690 131 131 131
-0.23150988 0.11974649 2.94978023 127 127 127
-0.22630858 0.11981043 2.95135522 133 133 133
-0.22110173 0.11987443 2.95293188 128 128 128
-0.21588930 0.11993851 2.95451021 131 131 131
-0.21067134 0.12000266 2.95609045 133 133 133
-0.20544775 0.12006687 2.95767212 130 130 130
-0.20021859 0.12013115 2.95925570 132 132 132
-0.19498380 0.12019549 2.96084070 134 134 134
-0.18974341 0.12025991 2.96242762 128 128 128
-0.18449742 0.12032440 2.96401620 136 136 135
-0.17924578 0.12038896 2.96560645 132 132 132
-0.17398851 0.12045358 2.96719837 135 135 135
-0.16872559 0.12051828 2.96879220 139 139 139
-0.16345702 0.12058304 2.97038746 132 132 132
-0.15818277 0.12064788 2.97198462 132 132 132
-0.15290286 0.12071279 2.97358346 131 131 131
-0.14761727 0.12077776 2.97518396 132 132 132
-0.14232597 0.12084280 2.97678614 131 131 131
-0.13702898 0.12090792 2.97839022 130 130 130
-0.13172682 0.12097360 2.98000836 126 126 125
-0.12643947 0.12105906 2.98211336 129 129 129
-0.12120498 0.12120498 2.98570800 132 132 132
-0.11605226 0.12145004 2.99174452 134 134 134
-0.11088644 0.12170463 2.99801612 157 157 157
-0.93253499 0.12141038 2.86350083 150 150 150
-0.92655832 0.12130430 2.86099887 150 150 150
-0.92059207 0.12119839 2.85850120 150 150 150
-0.91463619 0.12109268 2.85600781 150 150 150
-0.90869063 0.12098714 2.85351872 137 137 137
-0.90275550 0.12088179 2.85103393 137 137 137
-0.89683068 0.12077662 2.84855366 137 137 137
-0.89091676 0.12067173 2.84607959 137 137 137
-0.88501251 0.12056692 2.84360766 137 137 137
-0.87911850 0.12046231 2.84114027 137 137 137
-0.87323475 0.12035787 2.83867717 138 138 138
-0.86736113 0.12025361 2.83621812 138 138 138
-0.86149776 0.12014954 2.83376360 124 124 124
-0.85564446 0.12004564 2.83131313 124 124 124
-0.84980130 0.11994192 2.82886696 124 124 124
-0.84396815 0.11983838 2.82642484 123 123 123
-0.83814520 0.11973502 2.82398725 124 124 124
-0.83236259 0.11963622 2.82165670 124 124 124
-0.82839292 0.11979835 2.82548094 123 123 123
-0.82441312 0.11996104 2.82931781 125 125 125
-0.82042241 0.12012415 2.83316493 124 124 123
-0.81642085 0.12028772 2.83702254 124 124 124
-0.81240839 0.12045172 2.84089065 123 123 123
-0.80838686 0.12061645 2.84477592 124 124 123
-0.80435413 0.12078161 2.84867120 122 122 122
-0.80031025 0.12094721 2.85257697 136 136 136
-0.79625583 0.12111335 2.85649538 136 136 136
-0.79218978 0.12127987 2.86042285 134 134 134
-0.78811300 0.12144691 2.86436272 131 131 131
-0.78402448 0.12161436 2.86831188 128 128 128
-0.77992469 0.12178226 2.87227178 131 131 131
-0.75932950 0.12180371 2.87277770 111 112 111
-0.75313896 0.12164100 2.86894011 118 118 118
-0.74696541 0.12147880 2.86511469 99 99 99
-0.74080825 0.12131703 2.86129928 102 102 102
-0.73466700 0.12115561 2.85749221 104 104 103
-0.72854263 0.12099471 2.85369730 107 107 107
-0.72243398 0.12083416 2.84991050 109 109 108
-0.71634203 0.12067410 2.84613562 115 115 114
-0.71026611 0.12051447 2.84237051 118 118 117
-0.70420581 0.12035518 2.83861375 120 120 119
-0.69907695 0.12035391 2.83858371 121 121 121
-0.69402117 0.12036530 2.83885241 123 123 123
-0.68901914 0.12038624 2.83934641 128 128 128
-0.68404800 0.12041294 2.83997607 130 130 129
-0.67906642 0.12043820 2.84057164 130 130 129
-0.67407823 0.12046265 2.84114838 132 132 131
-0.66908801 0.12048711 2.84172535 131 131 131
-0.66409582 0.12051159 2.84230280 132 132 132
-0.65910155 0.12053607 2.84288025 132 132 131
-0.65410525 0.12056057 2.84345794 136 136 135
-0.64910686 0.12058508 2.84403586 135 135 135
-0.64410651 0.12060959 2.84461403 135 135 135
-0.63910413 0.12063411 2.84519243 135 135 135
-0.63409966 0.12065864 2.84577107 135 135 135
-0.62909317 0.12068318 2.84634972 135 135 135
-0.62408465 0.12070774 2.84692883 135 135 135
-0.61907411 0.12073230 2.84750819 135 135 135
-0.61406153 0.12075687 2.84808779 134 134 134
-0.60904694 0.12078146 2.84866762 134 134 134
-0.60403025 0.12080605 2.84924769 134 134 134
-0.59901148 0.12083065 2.84982777 134 134 134
-0.59399074 0.12085526 2.85040832 134 134 134
-0.58896798 0.12087989 2.85098910 134 134 134
-0.58394313 0.12090452 2.85157013 133 133 133
-0.57891619 0.12092916 2.85215116 132 132 132
-0.57390356 0.12095726 2.85281396 133 133 133
-0.56894016 0.12099632 2.85373521 134 134 134
-0.56397343 0.12103539 2.85465670 135 135 134
-0.55900353 0.12107450 2.85557914 134 134 133
-0.55403042 0.12111363 2.85650206 133 133 132
-0.54905415 0.12115280 2.85742569 132 132 132
-0.54407459 0.12119197 2.85834980 132 132 132
-0.53909183 0.12123118 2.85927439 130 130 130
-0.53410590 0.12127042 2.86019993 131 131 131
-0.52911663 0.12130967 2.86112571 131 131 131
-0.52412421 0.12134895 2.86205220 131 131 131
-0.51912856 0.12138826 2.86297941 131 131 131
-0.51413238 0.12142826 2.86392260 128 128 128
-0.50922310 0.12148978 2.86537361 126 126 126
-0.50430882 0.12155136 2.86682606 127 127 126
-0.49938956 0.12161300 2.86827993 135 135 135
-0.49446529 0.12167471 2.86973524 129 129 129
-0.48953611 0.12173650 2.87119246 127 127 127
-0.48460186 0.12179833 2.87265086 136 136 136
-0.47966260 0.12186023 2.87411070 132 132 132
-0.47471827 0.12192218 2.87557197 128 128 128
-0.46976900 0.12198422 2.87703514 128 128 127
-0.46481466 0.12204631 2.87849951 123 123 123
-0.45985526 0.12210846 2.87996531 126 126 126
-0.45489079 0.12217066 2.88143253 127 127 126
-0.44992131 0.12223296 2.88290167 131 131 131
-0.44494671 0.12229530 2.88437200 127 127 127
-0.43996704 0.12235770 2.88584375 124 124 123
-0.43498227 0.12242016 2.88731694 129 129 129
-0.42999247 0.12248270 2.88879204 129 129 128
-0.42499751 0.12254529 2.89026833 129 129 128
-0.41999748 0.12260796 2.89174628 131 131 131
-0.41499227 0.12267067 2.89322543 131 131 131
-0.40998203 0.12273347 2.89470649 131 131 131
-0.40496662 0.12279633 2.89618897 129 129 129
-0.39994606 0.12285925 2.89767289 132 132 131
-0.39492032 0.12292222 2.89915824 129 129 129
-0.38988724 0.12298457 2.90062857 130 130 130
-0.38484800 0.12304664 2.90209270 137 137 136
-0.37980369 0.12310878 2.90355825 128 128 128
-0.37475428 0.12317099 2.90502548 130 130 130
-0.36969975 0.12323325 2.90649390 126 126 125
-0.36464009 0.12329557 2.90796375 129 129 129
-0.35957533 0.12335796 2.90943527 127 127 126
-0.35450542 0.12342040 2.91090798 126 126 126
-0.34943038 0.12348291 2.91238236 128 128 128
-0.34435022 0.12354550 2.91385841 131 131 131
-0.33926490 0.12360814 2.91533589 132 132 132
-0.33417848 0.12367234 2.91685009 129 129 129
-0.32908949 0.12373765 2.91839027 131 131 130
-0.32399511 0.12380301 2.91993189 130 130 130
-0.31889537 0.12386844 2.92147517 131 131 130
-0.31379020 0.12393395 2.92302012 127 127 127
-0.30867967 0.12399953 2.92456675 124 124 124
-0.30356368 0.12406516 2.92611480 130 130 130
-0.29844233 0.12413087 2.92766476 136 136 136
-0.29331550 0.12419666 2.92921615 127 127 127
-0.28818327 0.12426251 2.93076944 132 132 132
-0.28304559 0.12432843 2.93232417 136 136 136
-0.27790242 0.12439442 2.93388057 127 127 127
-0.27275383 0.12446049 2.93543863 129 129 128
-0.26759976 0.12452662 2.93699837 127 127 127
-0.26244020 0.12459282 2.93855977 120 120 120
-0.25727513 0.12465909 2.94012284 127 127 127
-0.25210464 0.12472545 2.94168782 134 134 134
-0.24692856 0.12479185 2.94325399 126 126 125
-0.24174701 0.12485835 2.94482231 124 124 124
-0.23655990 0.12492489 2.94639182 124 124 124
-0.23136728 0.12499152 2.94796324 131 131 131
-0.22616911 0.12505822 2.94953632 131 131 131
-0.22096540 0.12512499 2.95111108 124 124 124
-0.21575612 0.12519182 2.95268750 127 127 127
-0.21054129 0.12525874 2.95426583 126 126 126
-0.20532085 0.12532571 2.95584536 126 126 126
-0.20009486 0.12539278 2.95742702 129 129 129
-0.19486324 0.12545989 2.95901012 128 128 128
-0.18962605 0.12552710 2.96059513 131 131 131
-0.18438321 0.12559436 2.96218157 131 131 131
-0.17913479 0.12566172 2.96376991 129 129 129
-0.17388071 0.12572913 2.96535993 130 130 130
-0.16862153 0.12579700 2.96696091 132 133 132
-0.16335759 0.12586568 2.96858072 131 131 131
-0.15808789 0.12593442 2.97020197 130 130 130
-0.15281245 0.12600325 2.97182512 128 128 128
-0.14753124 0.12607215 2.97345042 126 126 126
-0.14224423 0.12614112 2.97507691 126 126 126
-0.13695146 0.12621017 2.97670555 127 127 127
-0.13165288 0.12627929 2.97833586 126 126 125
-0.12636195 0.12636195 2.98028517 127 127 127
-0.12112040 0.12650353 2.98362446 129 129 129
-0.11586709 0.12664543 2.98697114 129 129 129
-0.11060199 0.12678765 2.99032545 129 129 129
-0.10532971 0.12693579 2.99381971 130 130 129
-1.40477467 0.12054984 2.72715569 150 150 149
-1.37293196 0.11823140 2.67470646 142 142 141
-1.35982418 0.11751567 2.65851474 145 145 144
-1.35560739 0.11756595 2.65965223 132 132 132
-1.35150397 0.11762646 2.66102099 132 132 132
-1.34739649 0.11768703 2.66239142 132 132 132
-1.34327376 0.11774672 2.66374159 132 132 132
-1.33914173 0.11780601 2.66508293 132 132 132
-1.33500540 0.11786534 2.66642523 132 132 132
-1.33086503 0.11792475 2.66776919 132 132 132
-1.32672036 0.11798421 2.66911435 132 132 132
-1.32270193 0.11805537 2.67072415 132 132 132
-1.31915677 0.11816943 2.67330456 132 132 132
-1.31560552 0.11828380 2.67589188 132 132 131
-1.31204665 0.11839832 2.67848253 131 131 131
-1.30848169 0.11851313 2.68107986 130 130 130
-1.30490899 0.11862808 2.68368053 130 130 130
-1.30132926 0.11874326 2.68628621 130 130 129
-1.29774344 0.11885874 2.68889856 130 130 129
-1.29414988 0.11897437 2.69151449 130 130 129
-1.29054999 0.11909030 2.69413710 130 130 130
-1.28694236 0.11920638 2.69676304 129 129 128
-1.28332770 0.11932269 2.69939423 129 129 128
-1.27970684 0.11943930 2.70203233 128 128 128
-1.27607799 0.11955606 2.70467377 129 129 128
-1.27244282 0.11967313 2.70732212 129 129 128
-1.26879990 0.11979035 2.70997405 129 129 128
-1.26514959 0.11990780 2.71263099 129 129 128
-1.26149309 0.12002556 2.71529508 128 128 128
-1.25782859 0.12014347 2.71796250 128 128 127
-1.25415766 0.12026169 2.72063708 127 127 126
-1.25047863 0.12038007 2.72331500 127 127 126
-1.24679244 0.12049867 2.72599816 127 127 126
-1.24309969 0.12061760 2.72868848 127 127 126
-1.23939896 0.12073667 2.73138237 127 127 126
-1.23569167 0.12085607 2.73408341 127 127 126
-1.23197615 0.12097561 2.73678780 126 127 126
-1.22825348 0.12109541 2.73949790 125 126 125
-1.22451377 0.12121449 2.74219179 124 125 124
-1.22072899 0.12133006 2.74480629 124 125 124
-1.21693707 0.12144586 2.74742603 138 138 138
-1.21313787 0.12156187 2.75005054 138 138 138
-1.20933151 0.12167811 2.75268030 138 138 138
-1.20551848 0.12179466 2.75531673 137 138 137
-1.20169759 0.12191135 2.75795650 137 138 137
-1.19786918 0.12202825 2.76060128 137 138 137
-1.19403338 0.12214538 2.76325107 137 138 137
-1.19019043 0.12226275 2.76590610 137 138 137
-1.18633986 0.12238032 2.76856613 137 137 137
-1.18248272 0.12249821 2.77123308 137 137 137
-1.17861748 0.12261625 2.77390337 136 137 136
-1.17474473 0.12273452 2.77657890 136 137 136
-1.17086446 0.12285302 2.77925968 136 137 136
-1.16697669 0.12297174 2.78194547 136 137 136
-1.16308224 0.12309078 2.78463840 136 137 136
-1.15917933 0.12320995 2.78733444 136 136 136
-1.15526903 0.12332937 2.79003596 135 136 135
-1.15135109 0.12344902 2.79274273 135 136 135
-1.14742553 0.12356890 2.79545474 150 150 150
-1.14349222 0.12368900 2.79817176 150 150 150
-1.13955212 0.12380943 2.80089617 150 150 150
-1.13560355 0.12393001 2.80362415 149 150 149
-1.13164735 0.12405082 2.80635715 149 150 149
-1.12768328 0.12417188 2.80909562 149 150 149
-1.12371171 0.12429316 2.81183958 149 150 149
-1.11973226 0.12441470 2.81458902 149 150 149
-1.11574578 0.12453654 2.81734538 149 149 149
-1.08724439 0.12476575 2.82253075 149 150 149
-1.08122551 0.12465894 2.82011437 149 150 149
-1.07521713 0.12455234 2.81770277 150 150 150
-1.06921959 0.12444599 2.81529689 135 136 135
-1.06323171 0.12433974 2.81289339 136 137 136
-1.05725467 0.12423377 2.81049585 136 137 136
-1.05128729 0.12412789 2.80810070 137 137 137
-1.04533052 0.12402228 2.80571127 137 138 137
-1.03938329 0.12391675 2.80332398 138 138 138
-1.03344691 0.12381149 2.80094290 138 138 138
-1.02751994 0.12370633 2.79856372 139 139 139
-1.02160358 0.12360142 2.79619050 139 140 139
-1.01569664 0.12349661 2.79381943 126 127 126
-1.00980031 0.12339207 2.79145432 127 127 127
-1.00391340 0.12328761 2.78909135 127 128 127
-0.99803716 0.12318342 2.78673434 127 128 127
-0.99217004 0.12307932 2.78437924 128 128 128
-0.98631358 0.12297548 2.78203011 128 128 128
-0.98046631 0.12287173 2.77968311 128 129 128
-0.97462952 0.12276825 2.77734184 130 130 130
-0.96880186 0.12266484 2.77500248 131 131 131
-0.96298474 0.12256169 2.77266908 131 131 131
-0.95717674 0.12245864 2.77033782 131 131 131
-0.95203298 0.12243994 2.76991463 132 132 132
-0.94723356 0.12246556 2.77049422 132 132 132
-0.94243228 0.12249120 2.77107430 132 132 132
-0.93762892 0.12251685 2.77165461 133 133 133
-0.93282360 0.12254251 2.77223516 133 134 133
-0.92801619 0.12256818 2.77281570 133 133 133
-0.92320669 0.12259384 2.77339649 134 134 134
-0.91839534 0.12261954 2.77397776 134 134 133
-0.91358191 0.12264524 2.77455926 134 134 133
-0.90876651 0.12267096 2.77514100 134 134 133
-0.90394902 0.12269668 2.77572298 134 134 134
-0.89912957 0.12272242 2.77630520 135 135 135
-0.89430797 0.12274816 2.77688742 137 137 137
-0.88948447 0.12277392 2.77747011 137 137 137
-0.88465893 0.12279968 2.77805305 138 138 138
-0.87983137 0.12282546 2.77863622 138 138 138
-0.87500173 0.12285125 2.77921963 138 138 138
-0.87016994 0.12287702 2.77980280 139 139 138
-0.86533624 0.12290283 2.78038645 138 138 137
-0.86050051 0.12292865 2.78097057 138 138 137
-0.85566276 0.12295448 2.78155494 138 138 137
-0.85082304 0.12298032 2.78213954 138 138 138
-0.84598130 0.12300618 2.78272462 138 138 138
-0.84113747 0.12303204 2.78330970 137 137 137
-0.83629149 0.12305791 2.78389478 137 137 136
-0.83144361 0.12308380 2.78448057 139 139 137
-0.82659364 0.12310970 2.78506637 138 138 138
-0.82174164 0.12313560 2.78565240 137 137 137
-0.81717634 0.12320505 2.78722358 137 137 137
-0.81261438 0.12327586 2.78882551 136 136 136
-0.80804712 0.12334676 2.79042935 137 137 137
-0.80347461 0.12341773 2.79203486 137 137 137
-0.79889679 0.12348878 2.79364228 136 136 136
-0.79431385 0.12355993 2.79525185 135 135 135
-0.78972542 0.12363114 2.79686284 136 136 136
-0.78513187 0.12370244 2.79847598 133 133 133
-0.78053290 0.12377383 2.80009079 132 132 132
-0.77592868 0.12384529 2.80170751 130 130 130
-0.77131909 0.12391684 2.80332613 130 130 130
-0.76670432 0.12398849 2.80494690 130 130 129
-0.76358306 0.12430422 2.81208968 124 124 124
-0.77619165 0.12720197 2.87764454 149 149 149
-0.76841795 0.12763552 2.88745260 119 119 119
-0.74602693 0.12476218 2.82244992 100 100 99
-0.73893028 0.12442469 2.81481504 112 112 111
-0.73340225 0.12434848 2.81309104 115 115 114
-0.72836173 0.12435444 2.81322575 117 117 116
-0.72343522 0.12438009 2.81380606 118 118 118
-0.71851641 0.12440744 2.81442475 121 121 120
-0.71359539 0.12443478 2.81504345 123 123 123
-0.70867229 0.12446216 2.81566262 125 125 125
-0.70374691 0.12448952 2.81628180 124 124 124
-0.69881946 0.12451692 2.81690145 127 127 127
-0.69388986 0.12454433 2.81752157 128 128 128
-0.68895799 0.12457174 2.81814170 128 128 128
-0.68402398 0.12459917 2.81876206 130 130 130
-0.67908782 0.12462661 2.81938291 131 131 131
-0.67414236 0.12465274 2.81997418 130 130 130
-0.66918939 0.12467787 2.82054257 131 131 131
-0.66423434 0.12470300 2.82111120 132 132 132
-0.65927738 0.12472815 2.82168007 129 129 129
-0.65432316 0.12475422 2.82226992 130 130 130
-0.64943850 0.12479407 2.82317138 129 129 129
-0.64455080 0.12483395 2.82407355 127 127 127
-0.63971674 0.12488493 2.82522702 125 125 125
-0.63493657 0.12494736 2.82663918 129 129 129
-0.63015169 0.12500985 2.82805276 132 132 132
-0.62536192 0.12507237 2.82946754 128 129 128
-0.62056738 0.12513499 2.83088374 130 130 130
-0.61576813 0.12519766 2.83230186 130 130 130
-0.61096400 0.12526040 2.83372092 127 127 127
-0.60615504 0.12532319 2.83514142 124 124 124
-0.60134125 0.12538604 2.83656335 126 126 126
-0.59652263 0.12544897 2.83798695 127 127 127
-0.59169924 0.12551196 2.83941197 131 131 131
-0.58687097 0.12557501 2.84083819 122 122 122
-0.58203781 0.12563811 2.84226584 125 125 124
-0.57719982 0.12570129 2.84369516 124 124 124
-0.57235694 0.12576453 2.84512568 125 125 125
-0.56750923 0.12582783 2.84655786 121 121 121
-0.56265658 0.12589119 2.84799123 128 128 127
-0.55779904 0.12595461 2.84942603 126 126 126
-0.55293667 0.12601812 2.85086274 125 125 125
-0.54806936 0.12608169 2.85230064 127 127 127
-0.54319710 0.12614530 2.85373974 125 125 125
-0.53831995 0.12620899 2.85518050 128 128 127
-0.53343791 0.12627275 2.85662293 132 132 132
-0.52855092 0.12633656 2.85806656 131 131 131
-0.52365893 0.12640044 2.85951161 128 128 128
-0.51876205 0.12646438 2.86095810 126 126 126
-0.51386017 0.12652838 2.86240625 128 128 128
-0.50895339 0.12659247 2.86385584 128 128 128
-0.50404155 0.12665659 2.86530662 128 128 127
-0.49912477 0.12672080 2.86675906 117 117 117
-0.49420300 0.12678507 2.86821294 122 122 122
-0.48927629 0.12684940 2.86966848 123 123 123
-0.48434454 0.12691382 2.87112546 126 126 126
-0.47940773 0.12697826 2.87258363 126 126 126
-0.47446594 0.12704280 2.87404346 127 127 126
-0.46951917 0.12710740 2.87550497 128 128 128
-0.46456730 0.12717205 2.87696767 124 124 124
