//X Y Z R G B
94448
0.55842364 0.46293113 2.30118155 58 58 58
0.56252939 0.46289319 2.30099297 57 57 57
0.56663442 0.46285525 2.30080438 57 57 57
0.57073885 0.46281731 2.30061579 57 57 56
0.57484251 0.46277937 2.30042720 56 56 56
0.57894558 0.46274143 2.30023861 55 55 55
0.58304793 0.46270353 2.30005026 53 53 53
0.58714962 0.46266559 2.29986167 52 52 52
0.59125066 0.46262771 2.29967332 54 54 54
0.59535098 0.46258977 2.29948473 57 57 57
0.59945065 0.46255186 2.29929638 55 55 55
0.60354966 0.46251398 2.29910803 55 55 55
0.60764796 0.46247610 2.29891968 55 55 55
0.61174566 0.46243826 2.29873157 55 55 55
0.61584264 0.46240035 2.29854321 57 57 57
0.61993897 0.46236253 2.29835510 56 56 56
0.62403458 0.46232462 2.29816675 53 53 53
0.62812960 0.46228677 2.29797864 54 54 54
0.63222390 0.46224895 2.29779053 56 56 56
0.63631749 0.46221110 2.29760242 56 56 56
0.64041048 0.46217325 2.29741430 56 56 56
0.64450276 0.46213540 2.29722619 56 56 56
0.64859444 0.46209762 2.29703832 56 56 56
0.65268534 0.46205977 2.29685020 55 55 55
0.65677565 0.46202198 2.29666233 55 55 55
0.66086525 0.46198419 2.29647446 55 55 55
0.66495425 0.46194640 2.29628658 55 55 55
0.66904247 0.46190861 2.29609871 55 55 55
0.67313010 0.46187079 2.29591084 56 56 56
0.67721701 0.46183300 2.29572296 56 56 56
0.68130332 0.46179527 2.29553533 54 54 54
0.68538886 0.46175745 2.29534745 56 56 56
0.68947387 0.46171972 2.29515982 54 54 54
0.69355810 0.46168196 2.29497218 54 54 54
0.69764173 0.46164423 2.29478455 55 55 55
0.70172465 0.46160647 2.29459691 54 54 54
0.70580691 0.46156874 2.29440928 54 54 54
0.70988852 0.46153104 2.29422188 55 55 54
0.71396941 0.46149328 2.29403424 55 55 55
0.71804971 0.46145558 2.29384685 55 55 55
0.72212929 0.46141785 2.29365921 56 56 56
0.72620821 0.46138015 2.29347181 56 56 56
0.73028648 0.46134245 2.29328442 55 55 55
0.73436403 0.46130475 2.29309702 54 54 54
0.73844105 0.46126708 2.29290986 52 52 52
0.74251729 0.46122938 2.29272246 56 56 56
0.74659282 0.46119168 2.29253507 56 56 56
0.75066781 0.46115404 2.29234791 54 54 54
0.75475740 0.46112573 2.29220724 54 54 54
0.75885391 0.46110195 2.29208899 55 55 55
0.76294994 0.46107817 2.29197073 55 55 55
0.76704562 0.46105438 2.29185247 55 55 55
0.77113611 0.46102777 2.29172015 56 56 56
0.77520901 0.46099097 2.29153728 54 54 54
0.77928138 0.46095422 2.29135466 53 53 53
0.78768426 0.46346596 2.30384016 43 43 43
0.79211807 0.46362817 2.30464649 41 41 41
0.79750365 0.46434286 2.30819917 41 41 41
0.79898822 0.46279058 2.30048299 50 50 50
0.80126399 0.46171027 2.29511285 57 57 57
0.80503702 0.46149936 2.29406452 56 56 56
0.80880654 0.46128863 2.29301691 55 55 55
0.81257254 0.46107808 2.29197025 56 56 56
0.81633526 0.46086776 2.29092479 55 55 55
0.82009453 0.46065763 2.28988028 55 55 55
0.82408756 0.46058026 2.28949571 57 57 57
0.82815236 0.46054357 2.28931332 57 57 57
0.83221644 0.46050689 2.28913093 59 59 59
0.83627993 0.46047020 2.28894854 57 57 57
0.84034276 0.46043348 2.28876615 55 55 55
0.84440488 0.46039680 2.28858376 55 55 55
0.84846640 0.46036011 2.28840137 55 55 55
0.85252732 0.46032348 2.28821921 56 56 56
0.85658753 0.46028677 2.28803682 57 57 57
0.86064708 0.46025014 2.28785467 56 56 56
0.86470604 0.46021348 2.28767252 56 56 56
0.86876434 0.46017686 2.28749037 57 57 57
0.87282199 0.46014020 2.28730822 56 56 56
0.87687898 0.46010357 2.28712606 57 57 57
0.88093537 0.46006697 2.28694415 55 55 55
0.88499105 0.46003032 2.28676200 56 56 56
0.88904619 0.45999372 2.28658009 55 55 55
0.89310050 0.45995709 2.28639793 56 56 56
0.89715433 0.45992050 2.28621602 54 54 54
0.90120745 0.45988390 2.28603411 50 50 50
0.90525991 0.45984730 2.28585219 50 50 50
0.90931171 0.45981070 2.28567028 54 54 54
0.91336298 0.45977414 2.28548861 57 57 57
0.91741353 0.45973757 2.28530669 57 57 57
0.92146343 0.45970100 2.28512502 52 52 52
0.92551267 0.45966440 2.28494310 56 56 56
0.92956126 0.45962787 2.28476143 56 56 56
0.93360925 0.45959133 2.28457975 54 54 54
0.93765658 0.45955476 2.28439808 56 56 56
0.94170326 0.45951822 2.28421640 57 57 56
0.94574934 0.45948172 2.28403497 54 54 54
0.94979471 0.45944518 2.28385329 51 51 51
0.95383954 0.45940867 2.28367186 55 55 55
0.95788360 0.45937213 2.28349018 55 55 55
0.96195197 0.45934752 2.28336787 52 52 52
0.96641809 0.45951223 2.28418660 54 54 53
0.97088742 0.45967707 2.28500605 54 54 54
0.97535998 0.45984203 2.28582597 54 54 54
0.97983575 0.46000710 2.28664660 54 54 54
-0.79639912 0.48040161 2.36679864 88 88 88
-0.79169112 0.48013613 2.36549067 55 55 55
-0.78698832 0.47987095 2.36418414 58 58 57
-0.78229082 0.47960609 2.36287928 56 56 56
-0.77760017 0.47934258 2.36158109 54 54 54
-0.77321118 0.47926313 2.36118960 56 56 56
-0.76888782 0.47922373 2.36099553 55 55 55
-0.76456529 0.47918439 2.36080170 54 54 54
-0.76024336 0.47914499 2.36060762 55 55 55
-0.75592214 0.47910559 2.36041355 53 53 53
-0.75160170 0.47906625 2.36021972 55 55 55
-0.74728197 0.47902691 2.36002588 54 54 54
-0.74296296 0.47898757 2.35983205 54 54 54
-0.73864460 0.47894824 2.35963821 54 54 54
-0.73432696 0.47890887 2.35944438 56 56 56
-0.73000997 0.47886953 2.35925055 56 56 56
-0.72569382 0.47883025 2.35905695 55 55 55
-0.72137827 0.47879091 2.35886312 53 53 53
-0.71706349 0.47875160 2.35866952 54 54 54
-0.71274942 0.47871232 2.35847592 55 55 55
-0.70843607 0.47867301 2.35828233 56 56 56
-0.70412338 0.47863370 2.35808873 56 56 56
-0.69981140 0.47859442 2.35789514 53 53 53
-0.69550014 0.47855511 2.35770154 56 56 56
-0.69118959 0.47851589 2.35750818 56 56 56
-0.68687969 0.47847658 2.35731459 54 54 54
-0.68257058 0.47843733 2.35712123 56 56 56
-0.67826217 0.47839808 2.35692787 54 54 54
-0.67395449 0.47835883 2.35673451 58 58 58
-0.66964746 0.47831959 2.35654116 54 54 54
-0.66534108 0.47828034 2.35634780 54 54 54
-0.66103554 0.47824115 2.35615468 50 50 50
-0.65673059 0.47820190 2.35596132 56 56 56
-0.65242642 0.47816271 2.35576820 54 54 54
-0.64812297 0.47812352 2.35557508 53 53 53
-0.64382023 0.47808430 2.35538197 54 54 54
-0.63951814 0.47804511 2.35518885 53 53 53
-0.63525462 0.47803441 2.35513616 54 54 54
-0.63120443 0.47818515 2.35587883 53 53 52
-0.62715161 0.47833595 2.35662174 52 52 52
-0.62309623 0.47848684 2.35736513 53 53 53
-0.61903834 0.47863787 2.35810924 51 51 51
-0.61497790 0.47878900 2.35885382 48 48 48
-0.61247849 0.48016608 2.36563826 41 41 41
-0.61022604 0.48175740 2.37347817 34 34 34
-0.60421866 0.48038587 2.36672115 47 47 47
-0.59830236 0.47906774 2.36022711 49 49 49
-0.59224188 0.47761440 2.35306692 53 53 53
-0.58794820 0.47757527 2.35287404 54 54 54
-0.58365530 0.47753617 2.35268140 54 54 54
-0.57936311 0.47749707 2.35248876 54 54 54
-0.57507157 0.47745797 2.35229611 56 56 56
-0.57078075 0.47741887 2.35210347 56 56 56
-0.56649071 0.47737980 2.35191107 52 52 52
-0.56220132 0.47734076 2.35171866 56 56 56
-0.55791259 0.47730166 2.35152602 54 54 54
-0.55362463 0.47726259 2.35133362 56 56 56
-0.54933733 0.47722355 2.35114121 55 55 55
-0.54505074 0.47718447 2.35094881 56 56 55
-0.54076481 0.47714543 2.35075641 54 54 54
-0.53647959 0.47710639 2.35056400 55 55 55
-0.53219515 0.47706738 2.35037184 56 56 56
-0.52791137 0.47702831 2.35017943 56 56 56
-0.52362829 0.47698933 2.34998727 55 55 55
-0.51934588 0.47695032 2.34979510 56 56 56
-0.51506424 0.47691131 2.34960294 56 56 56
-0.51078320 0.47687230 2.34941077 55 55 55
-0.50650293 0.47683331 2.34921861 55 55 55
-0.50222331 0.47679430 2.34902644 56 56 56
-0.49794447 0.47675535 2.34883451 55 55 55
-0.49366626 0.47671634 2.34864235 56 56 56
-0.48938876 0.47667739 2.34845042 55 55 55
-0.48511198 0.47663841 2.34825850 58 58 58
-0.48083591 0.47659945 2.34806657 58 58 58
-0.47656050 0.47656050 2.34787464 55 55 55
-0.47228581 0.47652155 2.34768271 54 54 54
-0.46801183 0.47648263 2.34749103 53 53 53
-0.46373853 0.47644368 2.34729910 58 58 58
-0.45946595 0.47640479 2.34710741 56 56 56
-0.45519400 0.47636583 2.34691548 58 58 58
-0.45092282 0.47632691 2.34672379 57 57 57
-0.44665232 0.47628802 2.34653211 56 56 56
-0.44238254 0.47624916 2.34634066 56 56 56
-0.43811342 0.47621024 2.34614897 56 56 56
-0.43384498 0.47617134 2.34595728 56 56 56
-0.42957729 0.47613248 2.34576583 54 54 54
-0.42531028 0.47609362 2.34557438 53 53 53
-0.42104393 0.47605470 2.34538269 54 54 54
-0.41677833 0.47601584 2.34519124 56 56 56
-0.41251338 0.47597697 2.34499979 54 54 54
-0.40824920 0.47593817 2.34480858 56 56 56
-0.40398565 0.47589931 2.34461713 55 55 55
-0.39972278 0.47586045 2.34442568 53 53 53
-0.39546067 0.47582164 2.34423447 57 57 57
-0.39119923 0.47578284 2.34404325 56 56 56
-0.38693848 0.47574401 2.34385204 57 57 56
-0.38267842 0.47570521 2.34366083 56 56 56
-0.37841904 0.47566640 2.34346962 56 56 56
-0.37416038 0.47562757 2.34327841 55 55 55
-0.36990237 0.47558877 2.34308720 55 55 55
-0.36564511 0.47555003 2.34289622 56 56 56
-0.36138850 0.47551119 2.34270501 56 56 56
-0.35713264 0.47547245 2.34251404 54 54 54
-0.35287744 0.47543368 2.34232306 53 53 53
-0.34862295 0.47539490 2.34213209 54 54 54
-0.34436911 0.47535616 2.34194112 53 53 53
-0.34011602 0.47531745 2.34175038 52 52 52
-0.33586359 0.47527868 2.34155941 57 57 57
-0.33161187 0.47523996 2.34136868 57 57 57
-0.32736081 0.47520119 2.34117770 56 56 56
-0.32311049 0.47516248 2.34098697 57 57 57
-0.31886083 0.47512376 2.34079623 57 57 57
-0.31461188 0.47508505 2.34060550 56 56 56
-0.31036362 0.47504634 2.34041476 56 56 56
-0.30611604 0.47500768 2.34022427 56 56 56
-0.30186915 0.47496897 2.34003353 55 55 55
-0.29762298 0.47493029 2.33984303 56 56 56
-0.29337749 0.47489163 2.33965254 57 57 57
-0.28913265 0.47485292 2.33946180 56 56 56
-0.28488854 0.47481424 2.33927131 54 54 54
-0.28064516 0.47477561 2.33908105 54 54 54
-0.27640241 0.47473696 2.33889055 59 59 59
-0.27216035 0.47469831 2.33870006 55 55 55
-0.26791900 0.47465968 2.33850980 55 55 55
-0.26367834 0.47462100 2.33831930 56 56 56
-0.25943837 0.47458240 2.33812904 56 56 56
-0.25519913 0.47454381 2.33793902 55 55 55
-0.25096053 0.47450522 2.33774877 54 54 54
-0.24672262 0.47446659 2.33755851 54 54 54
-0.24248540 0.47442797 2.33736825 54 54 54
-0.23824890 0.47438940 2.33717823 55 55 55
-0.23401305 0.47435078 2.33698797 54 54 54
-0.22977792 0.47431222 2.33679795 55 55 55
-0.22554347 0.47427365 2.33660793 57 57 57
-0.22130971 0.47423509 2.33641791 56 56 56
-0.21707663 0.47419649 2.33622789 55 55 55
-0.21284422 0.47415793 2.33603787 55 55 55
-0.20861252 0.47411937 2.33584785 56 56 56
-0.20438153 0.47408086 2.33565807 55 55 55
-0.20015119 0.47404227 2.33546805 57 57 57
-0.19592156 0.47400376 2.33527827 56 56 55
-0.19169261 0.47396523 2.33508849 54 54 54
-0.18746434 0.47392672 2.33489871 54 54 54
-0.18323676 0.47388819 2.33470893 56 56 56
-0.17900987 0.47384968 2.33451915 57 57 57
-0.17478369 0.47381121 2.33432961 55 55 54
-0.17055817 0.47377267 2.33413982 56 56 56
-0.16633335 0.47373420 2.33395028 57 57 57
-0.16210920 0.47369570 2.33376050 56 56 56
-0.15788575 0.47365722 2.33357096 54 54 54
-0.15366296 0.47361875 2.33338141 52 52 52
-0.14944088 0.47358027 2.33319187 55 55 55
-0.14521949 0.47354180 2.33300233 57 57 56
-0.14099878 0.47350338 2.33281302 58 58 58
-0.13677874 0.47346491 2.33262348 56 56 56
-0.13255942 0.47342646 2.33243418 55 55 54
-0.12834075 0.47338802 2.33224463 51 51 51
-0.12412278 0.47334957 2.33205533 56 56 56
-0.11990549 0.47331116 2.33186603 56 56 56
-0.11568891 0.47327277 2.33167696 56 56 56
-0.11147298 0.47323436 2.33148766 56 56 56
-0.10725775 0.47319594 2.33129835 55 55 55
-0.10304320 0.47315755 2.33110929 54 54 54
-0.09882934 0.47311917 2.33092022 56 56 56
-0.09461615 0.47308075 2.33073092 57 57 57
-0.09040365 0.47304237 2.33054185 55 55 55
-0.08619184 0.47300401 2.33035278 55 55 55
-0.08198072 0.47296569 2.33016396 56 56 56
-0.07777027 0.47292730 2.32997489 56 56 56
-0.07356050 0.47288892 2.32978582 56 56 56
-0.06935142 0.47285059 2.32959700 53 53 53
-0.06514303 0.47281227 2.32940817 53 53 53
-0.06093531 0.47277394 2.32921934 57 57 57
-0.05672827 0.47273561 2.32903051 56 56 56
-0.05252192 0.47269729 2.32884169 55 56 55
-0.04831625 0.47265896 2.32865286 55 56 55
-0.04411126 0.47262070 2.32846427 55 56 55
-0.03990696 0.47258234 2.32827544 55 55 55
-0.03570333 0.47254407 2.32808685 55 55 55
-0.03150039 0.47250581 2.32789826 55 55 55
-0.02729812 0.47246751 2.32770967 53 53 53
-0.02309654 0.47242925 2.32752109 54 54 54
-0.01889564 0.47239095 2.32733250 55 55 55
-0.01469542 0.47235268 2.32714391 56 56 56
-0.01049588 0.47231442 2.32695532 54 54 54
-0.00629702 0.47227618 2.32676697 56 56 56
-0.00209884 0.47223794 2.32657862 58 58 58
0.00209867 0.47219965 2.32639003 53 53 52
0.00629549 0.47216144 2.32620168 56 56 56
0.01049163 0.47212321 2.32601333 57 57 57
0.01468709 0.47208497 2.32582498 54 54 54
0.01888187 0.47204679 2.32563686 54 54 54
0.02307597 0.47200856 2.32544851 55 55 55
0.02726940 0.47197038 2.32526040 56 56 56
0.03146214 0.47193214 2.32507205 56 56 56
0.03565421 0.47189397 2.32488394 54 54 54
0.03984560 0.47185579 2.32469583 54 54 54
0.04403631 0.47181761 2.32450771 54 54 54
0.04822634 0.47177941 2.32431960 54 54 54
0.05241570 0.47174129 2.32413173 57 57 57
0.05660437 0.47170311 2.32394361 57 57 57
0.06079238 0.47166497 2.32375574 54 54 54
0.06497969 0.47162679 2.32356763 53 53 53
0.06916633 0.47158864 2.32337976 53 53 52
0.07335230 0.47155052 2.32319188 55 55 54
0.07753759 0.47151238 2.32300401 55 55 55
0.08172220 0.47147426 2.32281613 55 55 55
0.08590615 0.47143617 2.32262850 58 58 57
0.09008940 0.47139803 2.32244062 55 55 55
0.09427199 0.47135994 2.32225299 56 56 56
0.09845390 0.47132185 2.32206535 58 58 57
0.10263513 0.47128376 2.32187772 55 55 55
0.10681569 0.47124568 2.32169008 57 57 57
0.11099557 0.47120762 2.32150245 55 55 55
0.11517477 0.47116953 2.32131481 54 54 54
0.11935329 0.47113144 2.32112718 55 55 55
0.12353116 0.47109339 2.32093978 55 55 55
0.12770835 0.47105536 2.32075238 54 54 54
0.13188484 0.47101727 2.32056475 53 53 53
0.13606067 0.47097924 2.32037735 54 54 54
0.14023583 0.47094119 2.32018995 57 57 57
0.14441030 0.47090316 2.32000256 57 57 57
0.14858411 0.47086513 2.31981516 56 56 56
0.15275724 0.47082713 2.31962800 56 56 56
0.15692970 0.47078910 2.31944060 54 55 54
0.16110149 0.47075111 2.31925344 58 58 58
0.16527261 0.47071314 2.31906629 55 55 55
0.16944303 0.47067508 2.31887889 53 53 53
0.17361280 0.47063711 2.31869173 52 52 52
0.17778191 0.47059914 2.31850481 55 55 55
0.18195032 0.47056118 2.31831765 56 56 56
0.18611805 0.47052318 2.31813049 55 55 55
0.19028515 0.47048524 2.31794357 56 56 56
0.19445153 0.47044724 2.31775641 56 56 56
0.19861726 0.47040930 2.31756949 55 55 55
0.20278232 0.47037137 2.31738257 56 56 56
0.20694672 0.47033343 2.31719565 56 56 56
0.21111043 0.47029549 2.31700873 54 54 54
0.21527345 0.47025755 2.31682181 54 54 54
0.21943584 0.47021967 2.31663513 56 56 55
0.22359753 0.47018173 2.31644821 54 54 54
0.22775857 0.47014382 2.31626153 54 54 54
0.23191893 0.47010595 2.31607485 54 54 54
0.23607862 0.47006804 2.31588817 54 54 54
0.24023764 0.47003016 2.31570148 55 55 55
0.24439597 0.46999225 2.31551480 55 55 55
0.24855365 0.46995437 2.31532812 57 57 56
0.25271064 0.46991646 2.31514144 55 55 55
0.25686699 0.46987864 2.31495500 56 56 56
0.26102266 0.46984079 2.31476855 54 54 54
0.26517764 0.46980289 2.31458187 53 53 53
0.26933196 0.46976507 2.31439543 54 54 54
0.27348563 0.46972722 2.31420898 55 55 55
0.27763861 0.46968937 2.31402254 54 54 54
0.28179094 0.46965158 2.31383634 55 55 55
0.28594258 0.46961373 2.31364989 57 57 57
0.29009357 0.46957594 2.31346369 56 56 56
0.29424387 0.46953809 2.31327724 55 55 55
0.29839352 0.46950030 2.31309104 54 54 54
0.30254251 0.46946251 2.31290483 54 54 54
0.30669081 0.46942469 2.31271863 55 55 54
0.31083843 0.46938691 2.31253242 56 56 56
0.31498539 0.46934912 2.31234622 52 52 52
0.31913173 0.46931136 2.31216025 58 58 58
0.32327735 0.46927357 2.31197405 58 58 58
0.32742232 0.46923584 2.31178808 57 57 57
0.33156663 0.46919808 2.31160212 57 57 57
0.33571029 0.46916035 2.31141615 58 58 58
0.33985323 0.46912253 2.31122994 58 58 58
0.34399489 0.46908394 2.31103969 56 56 56
0.34813586 0.46904531 2.31084943 56 56 56
0.35227615 0.46900669 2.31065917 58 58 58
0.35641572 0.46896806 2.31046891 56 56 56
0.36055464 0.46892944 2.31027865 56 56 56
0.36469290 0.46889088 2.31008863 54 54 54
0.36883044 0.46885225 2.30989838 56 56 56
0.37296733 0.46881369 2.30970836 56 56 56
0.37710354 0.46877512 2.30951834 55 55 55
0.38123903 0.46873650 2.30932808 56 56 56
0.38537389 0.46869799 2.30913830 58 58 58
0.38950804 0.46865943 2.30894828 58 58 58
0.39364150 0.46862084 2.30875826 56 56 56
0.39777434 0.46858233 2.30856848 55 55 55
0.40190646 0.46854380 2.30837870 54 54 54
0.40603787 0.46850523 2.30818868 55 55 55
0.41016865 0.46846673 2.30799890 54 54 54
0.41429871 0.46842819 2.30780911 54 54 54
0.41842812 0.46838969 2.30761933 54 54 54
0.42255682 0.46835116 2.30742955 54 54 54
0.42668489 0.46831268 2.30724001 56 56 56
0.43081224 0.46827418 2.30705023 54 54 54
0.43493894 0.46823570 2.30686069 52 52 52
0.43906495 0.46819723 2.30667114 54 54 54
0.44319028 0.46815875 2.30648160 54 54 54
0.44731492 0.46812028 2.30629206 54 54 54
0.45143890 0.46808180 2.30610251 56 56 56
0.45556217 0.46804333 2.30591297 56 56 56
0.45968482 0.46800491 2.30572367 56 56 56
0.46380678 0.46796647 2.30553436 56 56 56
0.46792799 0.46792799 2.30534482 55 55 55
0.47204855 0.46788955 2.30515528 56 56 56
0.47616851 0.46785116 2.30496621 53 53 53
0.48028773 0.46781275 2.30477691 54 54 54
0.48440629 0.46777430 2.30458760 55 55 55
0.48852414 0.46773589 2.30439830 55 55 55
0.49264139 0.46769750 2.30420923 55 55 55
0.49675786 0.46765909 2.30401993 56 56 56
0.50087374 0.46762070 2.30383086 57 57 57
0.50498891 0.46758235 2.30364180 56 56 56
0.50910342 0.46754396 2.30345273 58 58 58
0.51321721 0.46750557 2.30326366 54 54 54
0.51733035 0.46746722 2.30307460 55 55 55
0.52144289 0.46742889 2.30288577 57 57 56
0.52555466 0.46739051 2.30269670 57 57 57
0.52966583 0.46735218 2.30250788 56 56 56
0.53377628 0.46731386 2.30231905 56 56 56
0.53788602 0.46727553 2.30213022 56 56 56
0.54199517 0.46723720 2.30194139 54 54 54
0.54610354 0.46719888 2.30175257 55 55 54
0.55021131 0.46716055 2.30156374 55 55 55
0.55431837 0.46712223 2.30137491 54 54 54
0.55842477 0.46708393 2.30118632 58 58 58
0.56253052 0.46704566 2.30099773 56 56 56
0.56663561 0.46700737 2.30080914 56 56 56
0.57073998 0.46696910 2.30062056 56 56 56
0.57484370 0.46693081 2.30043197 56 56 56
0.57894677 0.46689254 2.30024338 54 54 54
0.58304918 0.46685430 2.30005503 53 53 53
0.58715081 0.46681604 2.29986644 54 54 54
0.59125185 0.46677780 2.29967809 56 56 56
0.59535217 0.46673951 2.29948950 57 57 57
0.59945190 0.46670130 2.29930115 55 55 54
0.60355091 0.46666306 2.29911280 54 54 54
0.60764921 0.46662483 2.29892445 57 57 57
0.61174691 0.46658665 2.29873633 56 56 56
0.61584389 0.46654841 2.29854798 57 57 57
0.61994022 0.46651018 2.29835963 56 56 56
0.62403589 0.46647200 2.29817152 55 55 55
0.62813085 0.46643382 2.29798341 55 55 55
0.63222522 0.46639565 2.29779530 54 54 54
0.63631886 0.46635747 2.29760718 55 55 55
0.64041179 0.46631926 2.29741907 57 57 57
0.64450407 0.46628109 2.29723096 59 59 59
0.64859575 0.46624297 2.29704309 55 55 55
0.65268672 0.46620476 2.29685497 55 55 55
0.65677702 0.46616665 2.29666710 55 55 55
0.66086656 0.46612847 2.29647899 56 56 56
0.66495562 0.46609038 2.29629135 56 56 56
0.66904384 0.46605220 2.29610324 55 55 55
0.67313147 0.46601412 2.29591560 54 54 54
0.67721844 0.46597597 2.29572773 55 55 55
0.68130475 0.46593788 2.29554009 57 57 57
0.68539029 0.46589977 2.29535222 55 55 55
0.68947518 0.46586162 2.29516435 56 56 56
0.69355959 0.46582359 2.29497695 56 56 56
0.69764310 0.46578544 2.29478908 56 56 56
0.70172608 0.46574742 2.29460168 56 56 56
0.70580834 0.46570933 2.29441404 58 58 57
0.70988995 0.46567124 2.29422641 57 57 56
0.71397084 0.46563315 2.29403877 54 54 54
0.71805114 0.46559513 2.29385138 56 56 56
0.72213078 0.46555710 2.29366398 58 58 58
0.72620970 0.46551904 2.29347658 56 56 56
0.73028797 0.46548101 2.29328918 57 57 57
0.73436558 0.46544299 2.29310179 56 56 56
0.73844248 0.46540493 2.29291439 56 56 56
0.74251872 0.46536690 2.29272699 56 56 56
0.74659437 0.46532890 2.29253983 56 56 56
0.75066930 0.46529087 2.29235244 55 55 55
0.75475889 0.46526232 2.29221177 53 53 53
0.75885540 0.46523833 2.29209352 54 54 54
0.76295149 0.46521431 2.29197526 56 56 56
0.76704717 0.46519032 2.29185700 53 53 53
0.77113658 0.46516281 2.29172158 53 53 53
0.77520961 0.46512577 2.29153895 53 53 53
0.77928185 0.46508864 2.29135609 53 53 53
0.78764057 0.46759665 2.30371237 42 42 42
0.79207414 0.46776032 2.30451870 40 40 40
0.79750359 0.46850732 2.30819893 40 40 40
0.79898816 0.46694112 2.30048275 50 50 50
0.80126399 0.46585116 2.29511285 55 55 55
0.80503702 0.46563837 2.29406452 55 55 55
0.80880654 0.46542576 2.29301691 53 53 53
0.81257254 0.46521330 2.29197025 55 55 55
0.81633526 0.46500111 2.29092479 56 56 56
0.82009453 0.46478909 2.28988028 54 54 54
0.82408744 0.46471098 2.28949547 54 54 54
0.82815224 0.46467397 2.28931308 56 56 56
0.83221638 0.46463695 2.28913069 56 56 56
0.83627987 0.46459991 2.28894830 52 52 52
0.84034264 0.46456289 2.28876591 54 54 54
0.84440482 0.46452588 2.28858352 56 56 56
0.84846640 0.46448889 2.28840137 57 57 57
0.85252726 0.46445188 2.28821898 57 57 57
0.85658753 0.46441492 2.28803682 56 56 56
0.86064702 0.46437788 2.28785443 56 56 56
0.86470598 0.46434093 2.28767228 56 56 56
0.86876428 0.46430394 2.28749013 58 58 58
0.87282193 0.46426699 2.28730798 55 55 55
0.87687898 0.46423006 2.28712606 57 57 57
0.88093531 0.46419308 2.28694391 54 54 53
0.88499099 0.46415609 2.28676176 56 56 55
0.88904607 0.46411917 2.28657985 54 54 54
0.89310050 0.46408227 2.28639793 55 55 55
0.89715433 0.46404535 2.28621602 55 55 55
0.90120733 0.46400836 2.28603387 54 54 54
0.90525991 0.46397150 2.28585219 57 57 57
0.90931171 0.46393457 2.28567028 56 56 56
0.91336292 0.46389765 2.28548837 54 54 54
0.91741353 0.46386075 2.28530669 52 52 52
0.92146337 0.46382383 2.28512478 57 57 57
0.92551267 0.46378696 2.28494310 56 56 56
0.92956126 0.46375009 2.28476143 56 56 56
0.93360919 0.46371317 2.28457952 55 55 55
0.93765658 0.46367633 2.28439808 54 54 54
0.94170326 0.46363947 2.28421640 57 57 57
0.94574928 0.46360257 2.28403473 58 58 58
0.94979465 0.46356571 2.28385305 52 52 52
0.95383942 0.46352887 2.28367162 55 55 55
0.95788360 0.46349207 2.28349018 55 55 55
0.96195155 0.46346703 2.28336692 56 56 56
0.96641344 0.46363118 2.28417563 54 54 54
0.97088277 0.46379751 2.28499508 55 55 55
0.97535527 0.46396393 2.28581500 54 54 54
0.97983098 0.46413046 2.28663540 54 54 54
-0.79639512 0.48466942 2.36678672 90 90 90
-0.79168719 0.48440161 2.36547899 57 57 57
-0.78698444 0.48413405 2.36417246 57 57 57
-0.78228688 0.48386681 2.36286736 56 56 56
-0.77760017 0.48360339 2.36158109 54 54 54
-0.77321118 0.48352322 2.36118960 56 56 56
-0.76888782 0.48348349 2.36099553 54 54 54
-0.76456529 0.48344380 2.36080170 54 54 54
-0.76024336 0.48340404 2.36060762 54 54 54
-0.75592214 0.48336431 2.36041355 54 54 54
-0.75160170 0.48332462 2.36021972 54 54 54
-0.74728197 0.48328492 2.36002588 54 54 54
-0.74296296 0.48324522 2.35983205 54 54 54
-0.73864460 0.48320553 2.35963821 56 56 56
-0.73432696 0.48316586 2.35944438 56 56 56
-0.73000997 0.48312616 2.35925055 56 56 56
-0.72569382 0.48308650 2.35905695 55 55 55
-0.72137827 0.48304683 2.35886312 54 54 54
-0.71706349 0.48300716 2.35866952 54 54 54
-0.71274942 0.48296753 2.35847592 54 54 54
-0.70843607 0.48292789 2.35828233 55 55 55
-0.70412338 0.48288825 2.35808873 56 56 56
-0.69981140 0.48284858 2.35789514 56 56 56
-0.69550014 0.48280895 2.35770154 56 56 56
-0.69118959 0.48276934 2.35750818 54 54 54
-0.68687969 0.48272970 2.35731459 52 52 52
-0.68257058 0.48269013 2.35712123 56 56 56
-0.67826217 0.48265052 2.35692787 56 56 56
-0.67395449 0.48261091 2.35673451 54 54 54
-0.66964746 0.48257133 2.35654116 54 54 54
-0.66534108 0.48253173 2.35634780 55 55 54
-0.66103554 0.48249218 2.35615468 53 53 53
-0.65673059 0.48245260 2.35596132 56 56 56
-0.65242642 0.48241305 2.35576820 52 52 51
-0.64812297 0.48237351 2.35557508 54 54 54
-0.64382023 0.48233396 2.35538197 55 55 55
-0.63951814 0.48229441 2.35518885 55 55 55
-0.63525462 0.48228362 2.35513616 56 56 56
-0.63120443 0.48243570 2.35587883 56 56 56
-0.62715161 0.48258781 2.35662174 54 54 54
-0.62309623 0.48274004 2.35736513 53 53 53
-0.61903834 0.48289242 2.35810924 52 52 51
-0.61497790 0.48304492 2.35885382 49 49 49
-0.61247849 0.48443422 2.36563826 41 41 41
