//X Y Z R G B
52196
-1.20385492 0.13465488 2.22785378 134 134 134
-1.20006025 0.13468014 2.22827148 134 134 134
-1.19626427 0.13470539 2.22868943 134 134 134
-1.19277489 0.13476546 2.22968316 134 134 134
-1.19262004 0.13520396 2.23693824 135 135 135
-1.19246423 0.13564534 2.24424076 136 136 136
-1.19230759 0.13608962 2.25159144 137 137 137
-1.19214976 0.13653681 2.25899005 137 137 137
-1.19199073 0.13698693 2.26643729 137 137 137
-1.19256127 0.13752428 2.27532768 137 137 136
-1.19330478 0.13808535 2.28461051 135 135 135
-1.19405413 0.13865100 2.29396915 134 134 134
-1.19480944 0.13922128 2.30340433 132 132 132
-1.19889927 0.14018543 2.31935620 131 131 131
-1.20715594 0.14164527 2.34350920 131 131 130
-1.21558666 0.14313588 2.36817098 128 128 128
-1.22419679 0.14465816 2.39335728 122 122 122
-1.27818596 0.15157250 2.50775433 108 108 108
-1.27998650 0.15232521 2.52020788 109 109 109
-1.29016936 0.15408440 2.54931355 110 110 110
-1.31791258 0.15796089 2.61344981 102 102 102
-1.34419715 0.16168979 2.67514396 96 96 96
-1.38771689 0.16752619 2.77170658 96 96 96
-1.44080114 0.17456360 2.88814020 97 97 97
-1.25278234 0.13527697 2.17327237 126 126 126
-1.24908113 0.13530077 2.17365479 126 126 126
-1.24537885 0.13532463 2.17403793 128 128 128
-1.24167442 0.13534839 2.17441988 128 128 128
-1.23797786 0.13537318 2.17481780 128 128 128
-1.23427987 0.13539796 2.17521596 129 129 129
-1.23058128 0.13542283 2.17561555 129 129 129
-1.22688043 0.13544759 2.17601347 130 130 130
-1.22317839 0.13547240 2.17641211 130 130 130
-1.21947515 0.13549724 2.17681098 131 131 131
-1.21577036 0.13552207 2.17720985 131 131 131
-1.21206427 0.13554689 2.17760873 131 131 131
-1.20835674 0.13557173 2.17800784 132 132 132
-1.20464802 0.13559659 2.17840719 132 132 132
-1.20093787 0.13562147 2.17880678 133 133 133
-1.19722641 0.13564634 2.17920637 133 133 133
-1.19351351 0.13567123 2.17960620 133 133 133
-1.18979859 0.13569604 2.18000484 134 134 134
-1.18608308 0.13572094 2.18040490 134 134 134
-1.18236613 0.13574585 2.18080521 134 134 134
-1.17864776 0.13577078 2.18120551 134 134 134
-1.17492795 0.13579570 2.18160582 134 134 134
-1.17345679 0.13608153 2.18619800 134 134 134
-1.17324340 0.13651566 2.19317245 135 135 135
-1.17318547 0.13697089 2.20048571 137 137 137
-1.17382789 0.13751125 2.20916677 136 136 136
-1.17447495 0.13805583 2.21791577 138 138 138
-1.17512763 0.13860480 2.22673512 136 136 136
-1.17578566 0.13915816 2.23562503 135 135 135
-1.17644835 0.13971590 2.24458528 134 134 134
-1.17711687 0.14027818 2.25361848 132 132 132
-1.17916787 0.14100969 2.26537037 131 131 131
-1.18703008 0.14244361 2.28840685 130 130 130
-1.19505358 0.14390697 2.31191635 129 129 129
-1.20324385 0.14540075 2.33591437 127 127 127
-1.21160579 0.14692584 2.36041546 124 124 124
-1.22014511 0.14848326 2.38543606 116 116 116
-1.27646482 0.15588686 2.50437737 101 101 101
-1.27801192 0.15663023 2.51631999 102 102 102
-1.27981770 0.15741074 2.52885914 105 105 105
-1.30668652 0.16129047 2.59118843 98 98 98
-1.33828902 0.16578446 2.66338587 93 93 93
-1.38788724 0.17254815 2.77204680 95 95 95
-1.43896449 0.17954530 2.88445854 96 96 96
-1.22715545 0.13635060 2.12881589 127 127 127
-1.22353387 0.13637504 2.12919736 127 127 127
-1.21991098 0.13639949 2.12957907 128 128 128
-1.21628666 0.13642393 2.12996078 128 128 128
-1.21266115 0.13644840 2.13034272 128 128 128
-1.20903420 0.13647287 2.13072467 129 129 129
-1.20540607 0.13649735 2.13110685 129 129 129
-1.20177674 0.13652183 2.13148928 130 130 130
-1.19814599 0.13654633 2.13187170 130 130 130
-1.19451380 0.13657083 2.13225412 131 131 131
-1.19088066 0.13659535 2.13263702 130 130 130
-1.18724585 0.13661987 2.13301969 130 130 130
-1.18360996 0.13664441 2.13340282 130 131 130
-1.17997265 0.13666894 2.13378596 130 131 130
-1.17633402 0.13669348 2.13416910 130 131 130
-1.17215073 0.13665468 2.13356328 132 132 132
-1.16765034 0.13657854 2.13237453 132 132 132
-1.16315484 0.13650247 2.13118696 132 132 132
-1.15866339 0.13642636 2.12999868 132 133 132
-1.15412581 0.13634431 2.12871766 133 133 133
-1.15341473 0.13671528 2.13450933 134 134 134
-1.15615284 0.13749892 2.14674425 136 136 135
-1.15671396 0.13802806 2.15500546 137 137 137
-1.15727913 0.13856123 2.16333008 137 137 137
-1.15784895 0.13909860 2.17171979 137 137 137
-1.15842330 0.13964017 2.18017507 136 136 136
-1.15900183 0.14018591 2.18869567 136 136 136
-1.15958500 0.14073595 2.19728351 135 135 134
-1.16017294 0.14129037 2.20593929 132 132 132
-1.16076517 0.14184910 2.21466279 132 132 132
-1.16782856 0.14320523 2.23583579 131 131 130
-1.17547345 0.14464231 2.25827265 129 129 129
-1.18327320 0.14610851 2.28116417 126 126 126
-1.19123256 0.14760473 2.30452442 125 125 125
-1.19935679 0.14913192 2.32836819 123 123 123
-1.20765078 0.15069105 2.35271049 121 121 121
-1.21612024 0.15228313 2.37756729 118 118 118
-1.27521372 0.16024810 2.50192285 97 97 97
-1.27639115 0.16096586 2.51312900 95 95 95
-1.27783644 0.16172262 2.52494407 97 98 97
-1.29565036 0.16456382 2.56930327 91 91 91
-1.33844686 0.17060994 2.66370010 93 93 93
-1.38805783 0.17757136 2.77238750 94 94 94
-1.43713236 0.18451428 2.88078618 96 96 96
-1.17697048 0.13445829 2.04175711 127 128 127
-1.17266095 0.13438658 2.04066825 127 128 127
-1.16835618 0.13431497 2.03958082 128 129 128
-1.16405487 0.13424329 2.03849244 128 129 128
-1.15975916 0.13417183 2.03740716 129 130 129
-1.15546811 0.13410042 2.03632307 129 130 129
-1.15118146 0.13402911 2.03523993 129 130 129
-1.14689958 0.13395786 2.03415823 130 131 130
-1.14255846 0.13387923 2.03296423 130 131 130
-1.13816345 0.13379377 2.03166652 130 130 130
-1.13377297 0.13370828 2.03036833 131 131 131
-1.12938809 0.13362290 2.02907181 131 131 131
-1.12500989 0.13353775 2.02777886 131 132 131
-1.12063587 0.13345256 2.02648520 132 133 132
-1.11626780 0.13336751 2.02519369 132 132 132
-1.11190617 0.13328268 2.02390552 132 132 132
-1.10754919 0.13319784 2.02261734 132 132 132
-1.10905981 0.13382043 2.03207135 133 133 133
-1.11337245 0.13478638 2.04673934 136 136 135
-1.11774778 0.13576637 2.06162047 136 136 135
-1.12218726 0.13676073 2.07671976 137 137 136
-1.12669218 0.13776974 2.09204173 137 137 136
-1.13126409 0.13879375 2.10759139 136 136 136
-1.13590443 0.13983309 2.12337399 136 136 136
-1.14061439 0.14088807 2.13939381 135 135 135
-1.14341772 0.14171390 2.15193415 135 135 135
-1.14393079 0.14226057 2.16023517 133 133 133
-1.14444816 0.14281148 2.16860080 131 131 131
-1.14948952 0.14393266 2.18562603 131 131 130
-1.15678120 0.14534427 2.20706153 130 130 129
-1.16421711 0.14678386 2.22892165 128 128 127
-1.17180192 0.14825223 2.25121903 125 125 125
-1.17954004 0.14975029 2.27396727 124 124 124
-1.18743587 0.15127891 2.29717946 122 122 122
-1.19549477 0.15283908 2.32087064 119 119 119
-1.20372164 0.15443178 2.34505582 116 116 116
-1.21212173 0.15605800 2.36975002 113 113 113
-1.22070050 0.15771884 2.39496994 103 103 103
-1.27526820 0.16535449 2.51091790 88 88 88
-1.27642155 0.16609406 2.52214837 90 90 90
-1.29272604 0.16881754 2.56350446 89 89 89
-1.33860493 0.17543656 2.66401458 93 93 93
-1.38822806 0.18259577 2.77272773 93 93 93
-1.43530500 0.18947065 2.87712312 95 95 95
-1.11940277 0.13138530 1.94189119 128 128 128
-1.11521757 0.13130505 1.94070518 128 128 128
-1.11103857 0.13122503 1.93952239 129 129 129
-1.10686362 0.13114499 1.93833923 129 129 129
-1.10269380 0.13106503 1.93715751 130 130 130
-1.09853005 0.13098530 1.93597913 130 130 130
-1.09436977 0.13090546 1.93479919 130 130 130
-1.09021604 0.13082592 1.93362355 131 131 131
-1.08606648 0.13074636 1.93244755 131 131 131
-1.08192182 0.13066690 1.93127298 131 131 131
-1.07778239 0.13058752 1.93009996 131 131 131
-1.07364881 0.13050836 1.92893004 132 132 131
-1.06951940 0.13042919 1.92775977 132 132 132
-1.06539488 0.13035011 1.92659092 132 132 132
-1.06876731 0.13119075 1.93901563 133 133 133
-1.07260358 0.13209404 1.95236647 135 135 135
-1.07649314 0.13300987 1.96590245 136 136 136
-1.08043706 0.13393848 1.97962749 136 136 136
-1.08443642 0.13488014 1.99354541 135 135 135
-1.08849227 0.13583514 2.00766039 135 135 135
-1.09253705 0.13679512 2.02184892 135 135 135
-1.09656692 0.13775967 2.03610516 134 134 134
-1.10065413 0.13873792 2.05056381 133 133 133
-1.10480034 0.13973023 2.06523037 132 132 132
-1.10900581 0.14073677 2.08010721 131 131 131
